tst1,56, Local-gov, 216851, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst636,46, Private, 332884, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 65, United-States,?
tst637,48, Private, 267912, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 50, Mexico,?
tst638,61, Self-emp-not-inc, 176965, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst639,25, Private, 102476, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst640,38, Private, 31848, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst641,57, Private, 182028, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States,?
tst642,50, Private, 231495, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst643,35, Federal-gov, 226916, Bachelors, 13, Widowed, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst644,51, Private, 115025, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst645,23, Private, 526164, Bachelors, 13, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst646,19, Private, 187724, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States,?
tst647,28, Private, 176137, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 32, United-States,?
tst648,57, Self-emp-not-inc, 103948, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States,?
tst649,25, Private, 330695, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States,?
tst650,28, Private, 243660, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst651,43, Private, 168412, HS-grad, 9, Married-civ-spouse, Sales, Other-relative, White, Female, 0, 0, 44, Poland,?
tst652,49, Self-emp-inc, 127111, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst653,48, Local-gov, 40666, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst654,34, Private, 56150, 11th, 7, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States,?
tst655,39, Private, 158962, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States,?
tst656,29, Private, 31935, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst657,43, Self-emp-not-inc, 170230, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 60, United-States,?
tst658,28, Private, 150025, 9th, 5, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, ?,?
tst659,43, Private, 115562, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 42, United-States,?
tst660,22, Local-gov, 289982, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 35, United-States,?
tst661,33, Private, 162312, HS-grad, 9, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 45, Japan,?
tst662,68, Private, 168794, Preschool, 1, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 10, United-States,?
tst663,71, Private, 187493, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States,?
tst664,40, Private, 375603, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Male, 0, 0, 40, United-States,?
tst665,39, Self-emp-not-inc, 48063, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States,?
tst666,18, Private, 270502, 11th, 7, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 20, United-States,?
tst667,20, Private, 131611, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 48, United-States,?
tst668,42, Self-emp-not-inc, 336513, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 15024, 0, 60, United-States,?
tst669,63, ?, 247986, Prof-school, 15, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 30, United-States,?
tst670,48, Private, 38950, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States,?
tst671,39, Private, 174330, HS-grad, 9, Separated, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States,?
tst672,20, Private, 304710, Some-college, 10, Never-married, Sales, Own-child, Asian-Pac-Islander, Female, 0, 0, 20, United-States,?
tst673,27, ?, 162104, 9th, 5, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States,?
tst674,21, ?, 270043, 10th, 6, Never-married, ?, Unmarried, White, Female, 0, 0, 30, United-States,?
tst675,50, Private, 150999, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 40, United-States,?
tst676,45, Private, 358886, 12th, 8, Married-civ-spouse, Adm-clerical, Husband, White, Male, 2407, 0, 50, United-States,?
tst677,44, Self-emp-not-inc, 195486, HS-grad, 9, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 70, Jamaica,?
tst678,47, Self-emp-not-inc, 131826, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst679,36, Private, 185203, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst680,53, Private, 87158, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States,?
tst681,34, Private, 277314, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, Black, Male, 0, 1902, 50, United-States,?
tst682,28, Private, 195000, Bachelors, 13, Never-married, Sales, Other-relative, White, Female, 0, 0, 45, United-States,?
tst683,38, Private, 210866, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 44, United-States,?
tst684,50, Private, 189107, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst685,72, Federal-gov, 39110, 11th, 7, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 8, Canada,?
tst686,55, Self-emp-inc, 222615, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst687,55, Private, 308118, Bachelors, 13, Widowed, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, ?,?
tst688,35, Private, 202950, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, Iran,?
tst689,24, Private, 57711, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 35, United-States,?
tst690,40, Private, 160369, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2415, 45, United-States,?
tst691,52, Local-gov, 278522, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States,?
tst692,20, Private, 280714, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States,?
tst693,34, Private, 35644, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst694,52, Self-emp-not-inc, 190333, HS-grad, 9, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 25, United-States,?
tst695,35, Self-emp-inc, 64874, Assoc-acdm, 12, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States,?
tst696,39, ?, 180868, 11th, 7, Never-married, ?, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst697,20, ?, 326624, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States,?
tst698,22, Private, 141297, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 40, United-States,?
tst699,59, Private, 214052, 5th-6th, 3, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States,?
tst700,23, Federal-gov, 39603, Some-college, 10, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States,?
tst701,33, Private, 261511, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst702,38, Private, 121602, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst703,31, Private, 451744, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst704,19, Local-gov, 53220, HS-grad, 9, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States,?
tst705,32, Private, 396745, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 2415, 48, United-States,?
tst706,69, Self-emp-not-inc, 349022, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 33, United-States,?
tst707,31, Private, 188108, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 4101, 0, 40, United-States,?
tst708,32, Self-emp-not-inc, 116834, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 5, ?,?
tst709,66, Private, 201197, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States,?
tst710,39, Self-emp-inc, 34180, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States,?
tst711,40, Self-emp-not-inc, 45093, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 45, Canada,?
tst712,34, Private, 101709, HS-grad, 9, Separated, Transport-moving, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, United-States,?
tst713,21, Private, 176262, Assoc-acdm, 12, Never-married, Other-service, Own-child, White, Female, 0, 0, 18, United-States,?
tst714,65, Federal-gov, 325089, 10th, 6, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States,?
tst715,58, Private, 105060, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 37, United-States,?
tst716,59, Self-emp-inc, 52822, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States,?
tst717,48, Private, 315423, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst718,43, Self-emp-not-inc, 33521, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 70, United-States,?
tst719,54, Private, 123011, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Poland,?
tst720,46, Private, 330087, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 45, United-States,?
tst721,39, Self-emp-inc, 286261, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst722,21, Private, 275395, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States,?
tst723,32, Private, 370160, Some-college, 10, Separated, Exec-managerial, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst724,45, Local-gov, 185399, Masters, 14, Divorced, Prof-specialty, Own-child, White, Female, 0, 0, 55, United-States,?
tst725,38, Private, 85244, Bachelors, 13, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst726,50, Private, 192203, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst727,59, Private, 70720, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 55, United-States,?
tst728,60, State-gov, 129447, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States,?
tst729,56, Private, 98361, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?,?
tst730,22, Private, 129172, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 16, United-States,?
tst731,43, Private, 388849, Assoc-acdm, 12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 60, United-States,?
tst732,39, Private, 279490, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, Mexico,?
tst733,22, Private, 110371, HS-grad, 9, Married-civ-spouse, Other-service, Own-child, White, Male, 0, 0, 50, United-States,?
tst734,33, Private, 237833, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst735,40, Private, 26892, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst736,41, ?, 217921, 9th, 5, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female, 0, 0, 40, Hong,?
tst737,35, Self-emp-not-inc, 216256, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States,?
tst738,35, Private, 117166, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst739,38, Private, 165302, Some-college, 10, Divorced, Adm-clerical, Unmarried, Other, Female, 0, 0, 40, United-States,?
tst740,45, Private, 198759, Doctorate, 16, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst741,30, Private, 227886, HS-grad, 9, Never-married, Exec-managerial, Own-child, Black, Female, 0, 0, 35, Jamaica,?
tst742,43, State-gov, 345969, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States,?
tst743,30, Private, 77266, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States,?
tst744,39, Federal-gov, 257175, Bachelors, 13, Divorced, Tech-support, Unmarried, Black, Female, 0, 625, 40, United-States,?
tst745,55, Private, 195329, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Female, 2202, 0, 35, Italy,?
tst746,33, Private, 162572, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 40, United-States,?
tst747,29, Private, 136077, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States,?
tst748,29, Private, 330132, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 60, United-States,?
tst749,38, Private, 297449, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7298, 0, 50, United-States,?
tst750,47, Private, 280798, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst751,35, Private, 155961, HS-grad, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 35, Jamaica,?
tst752,40, Federal-gov, 118686, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States,?
tst753,31, Private, 217803, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 32, United-States,?
tst754,30, Private, 174201, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States,?
tst755,52, Private, 123780, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 38, United-States,?
tst756,52, Private, 117674, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States,?
tst757,42, Local-gov, 125461, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 4650, 0, 35, United-States,?
tst758,54, Private, 203635, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7298, 0, 60, United-States,?
tst759,40, Private, 90222, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst760,26, Private, 28443, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst761,32, Self-emp-not-inc, 241885, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst762,27, Private, 157612, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 55, United-States,?
tst763,20, Private, 153516, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, United-States,?
tst764,59, Private, 175942, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States,?
tst765,55, Private, 377061, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States,?
tst766,53, Private, 209906, 1st-4th, 2, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 35, Puerto-Rico,?
tst767,24, State-gov, 413345, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States,?
tst768,58, Private, 169611, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States,?
tst769,31, Private, 207685, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 34, United-States,?
tst770,30, Private, 36069, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States,?
tst771,39, Private, 237943, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 1726, 40, United-States,?
tst772,41, Private, 267252, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 1902, 40, United-States,?
tst773,21, Private, 301199, Some-college, 10, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States,?
tst774,29, Private, 214925, Masters, 14, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 60, United-States,?
tst775,32, Local-gov, 223267, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 48, United-States,?
tst776,41, Self-emp-not-inc, 188738, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 27, United-States,?
tst777,19, Private, 225294, HS-grad, 9, Never-married, Other-service, Own-child, Black, Female, 0, 0, 40, United-States,?
tst778,42, Private, 224203, Some-college, 10, Widowed, Sales, Unmarried, Black, Female, 0, 0, 40, United-States,?
